,lat,long,geo_address,street_code,borough,address,geometry
382830,40.5997184,-73.931461,"Stuart Street, Gerritsen Beach, Brooklyn, Kings County, New York, 11229, United States",82830,Brooklyn,STUART STREET,POINT (-73.931461 40.5997184)
313910,40.66464995,-73.89758834629419,"Success Garden, Brooklyn, Kings County, New York, United States",13910,Brooklyn,SUCCESS GARDEN,POINT (-73.89758834629419 40.66464995)
383030,40.6641,-73.9604453,"Sullivan Place, Brooklyn, Kings County, New York, 11225, United States",83030,Brooklyn,SULLIVAN PLACE,POINT (-73.9604453 40.6641)
383130,40.6778128,-74.0122302,"Sullivan Street, Red Hook, Brooklyn, Kings County, New York, 11231, United States",83130,Brooklyn,SULLIVAN STREET,POINT (-74.0122302 40.6778128)
314010,40.6824772,-74.00366072017312,"Summit Street Community Garden, 281, Columbia Street, Columbia Street Waterfront District, Brooklyn, Kings County, New York, 11231, United States",14010,Brooklyn,SUMMIT COMM GARDEN,POINT (-74.00366072017312 40.6824772)
383230,40.68149,-74.0007834,"Summit Street, Columbia Street Waterfront District, Brooklyn, Kings County, New York, 11231, United States",83230,Brooklyn,SUMMIT STREET,POINT (-74.0007834 40.68149)
383345,40.69749255000001,-73.9404795587503,"Sumner Houses, Kings County, New York, United States",83345,Brooklyn,SUMNER HOUSES,POINT (-73.9404795587503 40.69749255000001)
383335,40.7009784,-73.940512,"Sumner Place, Brooklyn, Kings County, New York, 11206, United States",83335,Brooklyn,SUMNER PLACE,POINT (-73.940512 40.7009784)
313475,40.6972938,-73.9424986,"Sumner Playground, Brooklyn, Kings County, New York, 11206, United States",13475,Brooklyn,SUMNER PLAYGROUND,POINT (-73.94249859999999 40.6972938)
383430,40.6808702,-73.9123361,"Sumpter Street, Ocean Hill, Brooklyn, Kings County, New York, 11233, United States",83430,Brooklyn,SUMPTER STREET,POINT (-73.9123361 40.6808702)
383500,40.63253725,-73.92958846948503,"William Sunners Playground, Brooklyn, Kings County, New York, United States",83500,Brooklyn,SUNNERS PLAYGROUND,POINT (-73.92958846948503 40.63253725)
383530,40.682484,-73.890283,"Sunnyside Avenue, Cypress Hills, Brooklyn, Kings County, New York, 11207, United States",83530,Brooklyn,SUNNYSIDE AVENUE,POINT (-73.890283 40.682484)
383535,40.6830231,-73.8893494,"Sunnyside Court, Cypress Hills, Brooklyn, Kings County, New York, 11207, United States",83535,Brooklyn,SUNNYSIDE COURT,POINT (-73.8893494 40.6830231)
311465,40.646926300000004,-74.00211541913964,"Sunset Park Recreation Center, 4200, 7th Avenue, Brooklyn, Kings County, New York, 11232, United States",11465,Brooklyn,SUNSET BATH HOUSE,POINT (-74.00211541913964 40.6469263)
314320,40.6443623,-74.0114284,"Sunset Park Business Improvement District, 5th Avenue, Brooklyn, Kings County, New York, 11220, United States",14320,Brooklyn,SUNSET PARK BID,POINT (-74.0114284 40.6443623)
300324,40.6555094,-74.00430154381269,"Sunset Park High School, 35th Street, Brooklyn, Kings County, New York, 11232, United States",00324,Brooklyn,SUNSET PARK HIGH SCHOOL,POINT (-74.00430154381269 40.6555094)
301056,40.7052942,-73.94401315359335,"Sunshine Community Garden, Brooklyn, Kings County, New York, United States",01056,Brooklyn,SUNSHINE COMMUNITY GARDEN,POINT (-73.94401315359335 40.7052942)
383630,40.575042,-73.9690325,"Surf Avenue, Brooklyn, Kings County, New York, 11235, United States",83630,Brooklyn,SURF AVENUE,POINT (-73.9690325 40.575042)
311775,40.57596205,-73.99924374201757,"Surfside Gardens, Kings County, New York, United States",11775,Brooklyn,SURFSIDE GARDENS,POINT (-73.99924374201757 40.57596205)
314035,40.6712153,-73.88758559385005,"Sutter Avenue Ballfield, Brooklyn, Kings County, New York, United States",14035,Brooklyn,SUTTER AVENUE BALLFIELD,POINT (-73.88758559385005 40.6712153)
383830,40.7259091,-73.9407274,"Sutton Street, Brooklyn, Kings County, New York, 11222, United States",83830,Brooklyn,SUTTON STREET,POINT (-73.9407274 40.7259091)
383925,40.6776839,-73.9265566,"Suydam Place, Brooklyn, Kings County, New York, 11233, United States",83925,Brooklyn,SUYDAM PLACE,POINT (-73.9265566 40.6776839)
383930,40.7020172,-73.9238227,"Suydam Street, Brooklyn, Kings County, New York, 11237, United States",83930,Brooklyn,SUYDAM STREET,POINT (-73.9238227 40.7020172)
393850,40.6526006,-73.9497211,"Brooklyn, Kings County, New York, United States",93850,Brooklyn,T F WISE 9/11 MEM WAY,POINT (-73.9497211 40.6526006)
384030,40.6941973,-73.9601751,"Taaffe Place, Clinton Hill, Brooklyn, Kings County, New York, 11205, United States",84030,Brooklyn,TAAFFE PLACE,POINT (-73.9601751 40.6941973)
312425,40.69532185,-73.96072193715924,"Taaffe Playground, Brooklyn, Kings County, New York, United States",12425,Brooklyn,TAAFFE PLAYGROUND,POINT (-73.96072193715924 40.69532185)
384130,40.6274832,-74.0001192,"Tabor Court, Brooklyn, Kings County, New York, 11219, United States",84130,Brooklyn,TABOR COURT,POINT (-74.0001192 40.6274832)
384150,40.7010432,-73.9855549,"Talman Street, Dumbo, Brooklyn, Kings County, New York, 11251, United States",84150,Brooklyn,TALMAN STREET,POINT (-73.9855549 40.7010432)
384230,40.6621222,-73.9195811,"Tapscott Street, Brownsville, Brooklyn, Kings County, New York, 11212, United States",84230,Brooklyn,TAPSCOTT STREET,POINT (-73.9195811 40.6621222)
384330,40.7038635,-73.9663017,"Taylor Street, Brooklyn, Kings County, New York, 11249, United States",84330,Brooklyn,TAYLOR STREET,POINT (-73.9663017 40.7038635)
384430,40.6438471,-73.9838862,"Tehama Street, Brooklyn, Kings County, New York, 11218, United States",84430,Brooklyn,TEHAMA STREET,POINT (-73.9838862 40.6438471)
384530,40.6554429,-73.9743517,"Temple Court, Brooklyn, Kings County, New York, 11218, United States",84530,Brooklyn,TEMPLE COURT,POINT (-73.9743517 40.6554429)
301418,40.61888535,-73.90961156835755,"Temple Sholom, 2075, East 68th Street, Bergen Beach, Brooklyn, Kings County, New York, 11234, United States",01418,Brooklyn,TEMPLE SHOLOM,POINT (-73.90961156835755 40.61888535)
313700,40.7089353,-73.93886032300796,"Ten Eyck Playground, Scholes Street, Williamsburg, Brooklyn, Kings County, New York, 11206, United States",13700,Brooklyn,TEN EYCK PLAYGROUND,POINT (-73.93886032300796 40.7089353)
313920,40.70930655,-73.9493383,"Ten Eyck Plaza, Brooklyn, Kings County, New York, United States",13920,Brooklyn,TEN EYCK PLAZA,POINT (-73.94933829999999 40.70930655)
384630,40.7097155,-73.948749,"Ten Eyck Street, Williamsburg, Brooklyn, Kings County, New York, 11206, United States",84630,Brooklyn,TEN EYCK STREET,POINT (-73.94874900000001 40.7097155)
384730,40.648511,-73.961935,"Tennis Court, Flatbush, Brooklyn, Kings County, New York, 11226, United States",84730,Brooklyn,TENNIS COURT,POINT (-73.961935 40.648511)
384780,40.6582863,-73.9686002,"Terrace Bridge, Brooklyn, Kings County, New York, 11225, United States",84780,Brooklyn,TERRACE BRIDGE,POINT (-73.9686002 40.6582863)
384830,40.6538108,-73.9804259,"Terrace Place, Brooklyn, Kings County, New York, 11218, United States",84830,Brooklyn,TERRACE PLACE,POINT (-73.9804259 40.6538108)
384930,40.7057134,-73.9264157,"Thames Street, Brooklyn, Kings County, New York, 11237, United States",84930,Brooklyn,THAMES STREET,POINT (-73.92641570000001 40.7057134)
385030,40.6612692,-73.9076101,"Thatford Avenue, Brownsville, Brooklyn, Kings County, New York, 11212, United States",85030,Brooklyn,THATFORD AVENUE,POINT (-73.9076101 40.6612692)
300880,40.573377,-73.979688,"West 12th Street, Brooklyn, Kings County, New York, 12235, United States",00880,Brooklyn,THEODORA LULA VOURDERIS WAY,POINT (-73.979688 40.573377)
305380,40.676147650000004,-73.99021668694871,"Third Street Bridge, 3rd Street, Gowanus, Brooklyn, Kings County, New York, 11215, United States",05380,Brooklyn,THIRD ST BRIDGE,POINT (-73.99021668694871 40.67614765)
312635,40.680275949999995,-73.98524890569082,"Thomas Greene Playground, Brooklyn, Kings County, New York, United States",12635,Brooklyn,THOMAS GREENE PLAYGROUND,POINT (-73.98524890569082 40.68027595)
385100,40.725476,-73.93491,"Thomas Street, Brooklyn, Kings County, New York, 11211, United States",85100,Brooklyn,THOMAS STREET,POINT (-73.93491 40.725476)
385230,40.7006123,-73.9443101,"Thornton Street, Brooklyn, Kings County, New York, 11206, United States",85230,Brooklyn,THORNTON STREET,POINT (-73.9443101 40.7006123)
385330,40.7005981,-73.9444641,"Throop Avenue, Brooklyn, Kings County, New York, 11221, United States",85330,Brooklyn,THROOP AVENUE,POINT (-73.9444641 40.7005981)
385430,40.6865515,-74.0009791,"Tiffany Place, Columbia Street Waterfront District, Brooklyn, Kings County, New York, 11231, United States",85430,Brooklyn,TIFFANY PLACE,POINT (-74.0009791 40.6865515)
313680,40.6882557,-73.91098923843778,"Tiger Playground, Brooklyn, Kings County, New York, United States",13680,Brooklyn,TIGER PLAYGROUND,POINT (-73.91098923843778 40.6882557)
385630,40.696205,-73.9869698,"Tillary Street, Brooklyn, Kings County, New York, 11242, United States",85630,Brooklyn,TILLARY STREET,POINT (-73.9869698 40.696205)
385700,40.684602,-73.97810780295677,"Times Plaza, Brooklyn, Kings County, New York, United States",85700,Brooklyn,TIMES PLAZA,POINT (-73.97810780295677 40.684602)
312560,40.6720869,-74.00869943613488,"Todd Memorial Square, Brooklyn, Kings County, New York, United States",12560,Brooklyn,TODD MEM SQUARE,POINT (-74.00869943613488 40.6720869)
385730,40.696047,-73.946441,"Tompkins Avenue, Brooklyn, Kings County, New York, 11216, United States",85730,Brooklyn,TOMPKINS AVENUE,POINT (-73.94644099999999 40.696047)
311760,40.696622899999994,-73.94508509150509,"Tompkins Houses, Kings County, New York, United States",11760,Brooklyn,TOMPKINS HOUSES,POINT (-73.94508509150509 40.69662289999999)
385830,40.6856744,-73.9954345,"Tompkins Place, Cobble Hill, Brooklyn, Kings County, New York, 11231, United States",85830,Brooklyn,TOMPKINS PLACE,POINT (-73.9954345 40.6856744)
300169,40.729855400000005,-73.96072889701017,"WNYC Transmitter Park, Brooklyn, Kings County, New York County, New York, United States",00169,Brooklyn,TRANSMITTER PARK,POINT (-73.96072889701017 40.72985540000001)
301073,40.67445965,-73.99988668273056,"Cough Triangle, Carroll Gardens, Brooklyn, Kings County, New York, United States",01073,Brooklyn,TRIANGLE    3   16,POINT (-73.99988668273056 40.67445965)
385842,40.688515949999996,-73.90241345158347,"Most Holy Trinity Cemetery, Brooklyn, Kings County, New York, 11207, United States",85842,Brooklyn,TRINITY CEMETERY,POINT (-73.90241345158347 40.68851595)
313095,40.69932955,-73.98527778032374,"Trinity Park, Brooklyn, Kings County, New York, 11201, United States",13095,Brooklyn,TRINITY PARK,POINT (-73.98527778032374 40.69932955)
385930,40.7018249,-73.9275261,"Troutman Street, Brooklyn, Kings County, New York, 11237, United States",85930,Brooklyn,TROUTMAN STREET,POINT (-73.92752609999999 40.7018249)
386100,40.670979,-73.936851,"Saint Johns Place & Troy Avenue, Saint Johns Place, Eastern Parkway, Brooklyn, Kings County, New York, 11233, United States",86100,Brooklyn,TROY PLACE,POINT (-73.936851 40.670979)
385870,40.6430481,-73.8998046,"Trucklemans Lane, Canarsie, Brooklyn, Kings County, New York, 11236, United States",85870,Brooklyn,TRUCKLEMANS LANE,POINT (-73.8998046 40.6430481)
312865,40.6162455,-73.9296058,"Trust Triangle, Brooklyn, Kings County, New York, 11234, United States",12865,Brooklyn,TRUST TRIANGLE,POINT (-73.9296058 40.6162455)
386130,40.6786049,-73.9059694,"Truxton Street, Broadway Junction, Brooklyn, Kings County, New York, 11207, United States",86130,Brooklyn,TRUXTON STREET,POINT (-73.9059694 40.6786049)
352920,40.58344255,-73.94137388966197,"Tucker Place, Brooklyn, Kings County, New York, 11235, United States",52920,Brooklyn,TUCKER PLACE,POINT (-73.94137388966197 40.58344255)
386180,40.5761077,-74.003455,"Tudor Terrace, Brooklyn, Kings County, New York, 11224, United States",86180,Brooklyn,TUDOR TERRACE,POINT (-74.003455 40.5761077)
386230,40.6452986,-73.9707069,"Turner Place, Kensington, Brooklyn, Kings County, New York, 11218, United States",86230,Brooklyn,TURNER PLACE,POINT (-73.9707069 40.6452986)
386250,40.6476621,-73.8836169,"Twin Pines Drive East, Brooklyn, Kings County, New York, 11239, United States",86250,Brooklyn,TWIN PINES DRIVE,POINT (-73.88361690000001 40.6476621)
301216,40.577993,-73.959633,"Ukrainian Way, Brighton Beach Avenue, Brooklyn, Kings County, New York, 11235, United States",01216,Brooklyn,UKRAINIAN WAY,POINT (-73.959633 40.577993)
300850,40.5939595,-73.99193863436875,"Ulmer Park Bus Depot, 2449, Harway Avenue, Brooklyn, Kings County, New York, 11214, United States",00850,Brooklyn,ULMER PARK DEPOT,POINT (-73.99193863436875 40.5939595)
313940,40.65365105,-73.96220099455758,"Umma Park, Brooklyn, Kings County, New York, United States",13940,Brooklyn,UMMA PARK,POINT (-73.96220099455758 40.65365105)
301074,40.68774775,-73.91941762653025,"Umoja Garden, 1448, Broadway, Brooklyn, Kings County, New York, 11207, United States",01074,Brooklyn,UMOJA GARDEN,POINT (-73.91941762653025 40.68774775)
386330,40.6762533,-73.9662692,"Underhill Avenue, Prospect Heights, Brooklyn, Kings County, New York, 11238, United States",86330,Brooklyn,UNDERHILL AVENUE,POINT (-73.9662692 40.6762533)
312775,40.676658450000005,-73.96571637584992,"Underhill Playground, Underhill Avenue, Prospect Heights, Brooklyn, Kings County, New York, 11238, United States",12775,Brooklyn,UNDERHILL PLAYGROUND,POINT (-73.96571637584992 40.67665845000001)
313425,40.68871145,-73.96645089360533,"Underwood Park, Brooklyn, Kings County, New York, United States",13425,Brooklyn,UNDERWOOD PARK,POINT (-73.96645089360533 40.68871145)
386430,40.7187096,-73.9523721,"Union Avenue, Williamsburg, Brooklyn, Kings County, New York, 11211, United States",86430,Brooklyn,UNION AVENUE,POINT (-73.95237210000001 40.7187096)
386530,40.6794828,-73.98835859609912,"Union Street Bridge, Union Street, Gowanus, Brooklyn, Kings County, New York, 11215, United States",86530,Brooklyn,UNION ST BRIDGE,POINT (-73.98835859609912 40.6794828)
331945,40.6909398,-73.98146,"University Plaza, Brooklyn, Kings County, New York, 11227, United States",31945,Brooklyn,UNIVERSITY PLAZA,POINT (-73.98146 40.6909398)
386560,40.6109198,-73.9042686,"Utah Walk, Mill Basin, Brooklyn, Kings County, New York, 11234, United States",86560,Brooklyn,UTAH WALK,POINT (-73.90426859999999 40.6109198)
386630,40.679347,-73.9308408,"Utica Avenue, Fulton Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11207, United States",86630,Brooklyn,UTICA AVENUE,POINT (-73.9308408 40.679347)
386730,40.684993,-74.0051553,"Van Brunt Street, Columbia Street Waterfront District, Brooklyn, Kings County, New York, 11231, United States",86730,Brooklyn,VAN BRUNT STREET,POINT (-74.0051553 40.684993)
387230,40.6915123,-73.9306082,"Van Buren Street, Brooklyn, Kings County, New York, 11221, United States",87230,Brooklyn,VAN BUREN STREET,POINT (-73.93060819999999 40.6915123)
386830,40.726327,-73.93701,"Van Dam Street, Brooklyn, Kings County, New York, 11222, United States",86830,Brooklyn,VAN DAM STREET,POINT (-73.93701 40.726327)
311765,40.6661403,-73.9045000047216,"Van Dyke Houses, Kings County, New York, United States",11765,Brooklyn,VAN DYKE HOUSES,POINT (-73.9045000047216 40.6661403)
311995,40.6661403,-73.9045000047216,"Van Dyke Houses, Kings County, New York, United States",11995,Brooklyn,VAN DYKE HOUSES BUILDING   23,POINT (-73.9045000047216 40.6661403)
313375,40.664407600000004,-73.90401404474213,"Van Dyke Playground, Brooklyn, Kings County, New York, United States",13375,Brooklyn,VAN DYKE PLAYGROUND,POINT (-73.90401404474213 40.6644076)
386930,40.6766094,-74.0160962,"Van Dyke Street, Red Hook, Brooklyn, Kings County, New York, 11231, United States",86930,Brooklyn,VAN DYKE STREET,POINT (-74.01609620000001 40.6766094)
387030,40.595102,-73.975273,"Van Sicklen Street, Brooklyn, Kings County, New York, 11223, United States",87030,Brooklyn,VAN SICKLEN STREET,POINT (-73.975273 40.595102)
387130,40.6654867,-73.889236,"Van Siclen Avenue, Livonia Avenue, East New York, Brooklyn, Kings County, New York, 11207, United States",87130,Brooklyn,VAN SICLEN AVENUE,POINT (-73.889236 40.6654867)
387135,40.6807971,-73.8921295,"Van Siclen Court, Cypress Hills, Brooklyn, Kings County, New York, 11207, United States",87135,Brooklyn,VAN SICLEN COURT,POINT (-73.8921295 40.6807971)
387160,40.665346,-73.900851,"Van Sinderen Avenue, Brooklyn, Kings County, New York, 11207, United States",87160,Brooklyn,VAN SINDEREN AVENUE,POINT (-73.900851 40.665346)
312235,40.689812149999995,-73.99966366364283,"Van Voorhees Playground, Brooklyn, Kings County, New York, United States",12235,Brooklyn,VAN VOORHEES PARK,POINT (-73.99966366364283 40.68981214999999)
387250,40.6534135,-73.8818906,"Vandalia Avenue, Brooklyn, Kings County, New York, 11239, United States",87250,Brooklyn,VANDALIA AVENUE,POINT (-73.88189060000001 40.6534135)
387330,40.6752683,-73.9697285,"Vanderbilt Avenue, Prospect Heights, Brooklyn, Kings County, New York, 11238, United States",87330,Brooklyn,VANDERBILT AVENUE,POINT (-73.9697285 40.6752683)
387430,40.6544736,-73.973719,"Vanderbilt Street, Brooklyn, Kings County, New York, 11218, United States",87430,Brooklyn,VANDERBILT STREET,POINT (-73.973719 40.6544736)
387490,40.6815959,-73.9040505,"Vanderveer Street, Broadway Junction, Brooklyn, Kings County, New York, 11207, United States",87490,Brooklyn,VANDERVEER STREET,POINT (-73.9040505 40.6815959)
387525,40.7237879,-73.9375038,"Vandervoort Avenue, Brooklyn, Kings County, New York, 11222, United States",87525,Brooklyn,VANDERVOORT AVENUE,POINT (-73.9375038 40.7237879)
387530,40.704462,-73.930454,"Vandervoort Place, Brooklyn, Kings County, New York, 11237, United States",87530,Brooklyn,VANDERVOORT PLACE,POINT (-73.930454 40.704462)
387630,40.7030023,-73.9430597,"Varet Street, Brooklyn, Kings County, New York, 11206, United States",87630,Brooklyn,VARET STREET,POINT (-73.94305970000001 40.7030023)
387730,40.723501,-73.9340693,"Varick Avenue, Brooklyn, Kings County, New York, 11211, United States",87730,Brooklyn,VARICK AVENUE,POINT (-73.9340693 40.723501)
387750,40.726978,-73.9361761,"Varick Street, Brooklyn, Kings County, New York, 11222, United States",87750,Brooklyn,VARICK STREET,POINT (-73.9361761 40.726978)
387780,40.640977,-73.911152,"Varkens Hook Road, Brooklyn, Kings County, New York, 11236, United States",87780,Brooklyn,VARKENS HOOK ROAD,POINT (-73.911152 40.640977)
387830,40.6878608,-73.9954267,"Verandah Place, Cobble Hill, Brooklyn, Kings County, New York, 11201, United States",87830,Brooklyn,VERANDAH PLACE,POINT (-73.9954267 40.6878608)
387935,40.6835595,-73.8952884,"Vermont Court, Cypress Hills, Brooklyn, Kings County, New York, 11207, United States",87935,Brooklyn,VERMONT COURT,POINT (-73.8952884 40.6835595)
388030,40.6592206,-73.8889532,"Vermont Street, New Lots, Brooklyn, Kings County, New York, 11207, United States",88030,Brooklyn,VERMONT STREET,POINT (-73.8889532 40.6592206)
388130,40.6949719,-73.9461372,"Vernon Avenue, Brooklyn, Kings County, New York, 11206, United States",88130,Brooklyn,VERNON AVENUE,POINT (-73.9461372 40.6949719)
388330,40.6800681,-74.0099182,"Verona Street, Red Hook, Brooklyn, Kings County, New York, 11231, United States",88330,Brooklyn,VERONA STREET,POINT (-74.0099182 40.6800681)
301080,40.58241295,-73.97491040156098,"Victory Garden, Brooklyn, Kings County, New York, United States",01080,Brooklyn,VICTORY GARDEN,POINT (-73.97491040156098 40.58241295)
388505,40.5939099,-73.9727977,"Village Court, Brooklyn, Kings County, New York, 11223, United States",88505,Brooklyn,VILLAGE COURT,POINT (-73.9727977 40.5939099)
388510,40.595112,-73.971765,"Village Road East, Brooklyn, Kings County, New York, 11223, United States",88510,Brooklyn,VILLAGE ROAD EAST,POINT (-73.971765 40.595112)
388515,40.596383,-73.9716892,"Village Road North, Brooklyn, Kings County, New York, 11223, United States",88515,Brooklyn,VILLAGE ROAD NORTH,POINT (-73.9716892 40.596383)
388530,40.594017,-73.974652,"Village Road South, Brooklyn, Kings County, New York, 11223, United States",88530,Brooklyn,VILLAGE ROAD SOUTH,POINT (-73.97465200000001 40.594017)
300108,40.6497929,-73.9849088,"Vine Avenue, Brooklyn, Kings County, New York, 11218, United States",00108,Brooklyn,VINE AVENUE,POINT (-73.9849088 40.6497929)
388610,40.7019173,-73.9944876,"Vine Street, Dumbo, Brooklyn, Kings County, New York, 11242, United States",88610,Brooklyn,VINE STREET,POINT (-73.9944876 40.7019173)
301083,40.701519399999995,-73.98263570142457,"Vinegar HIll Community Garden, 199, York Street, Brooklyn Navy Yard, Brooklyn, Kings County, New York, 11201, United States",01083,Brooklyn,VINEGAR HILL COMMUNITY GARDEN,POINT (-73.98263570142457 40.7015194)
388630,40.6720871,-73.9400505,"Virginia Place, Eastern Parkway, Brooklyn, Kings County, New York, 11213, United States",88630,Brooklyn,VIRGINIA PLACE,POINT (-73.9400505 40.6720871)
388750,40.6329685,-74.0196712,"Vista Place, Bay Ridge, Brooklyn, Kings County, New York, 11220, United States",88750,Brooklyn,VISTA PLACE,POINT (-74.0196712 40.6329685)
388830,40.5880353,-73.9328256,"Voorhies Avenue, Gerritsen Beach, Brooklyn, Kings County, New York, 11235, United States",88830,Brooklyn,VOORHIES AVENUE,POINT (-73.9328256 40.5880353)
311745,40.694785949999996,-73.97470106551494,"Walt Whitman Houses, Kings County, New York, United States",11745,Brooklyn,W WHITMAN HOUSES,POINT (-73.97470106551494 40.69478595)
388935,40.6091077,-74.0253343,"Wainwright Drive, Brooklyn, Kings County, New York, 11252, United States",88935,Brooklyn,WAINWRIGHT DRIVE,POINT (-74.0253343 40.6091077)
388930,40.6402983,-74.0283682,"Wakeman Place, Brooklyn, Kings County, New York, 11209, United States",88930,Brooklyn,WAKEMAN PLACE,POINT (-74.0283682 40.6402983)
388990,40.6317561,-73.9608151,"Waldorf Court, Brooklyn, Kings County, New York, 11230, United States",88990,Brooklyn,WALDORF COURT,POINT (-73.9608151 40.6317561)
388995,40.6125349,-74.0274149,"Walke Avenue, Fort Hamilton, Brooklyn, Kings County, New York, 11252, United States",88995,Brooklyn,WALKE AVENUE,POINT (-74.0274149 40.6125349)
300233,40.67861905,-73.8951115697624,"Geroge Walker Junior Playground, Brooklyn, Kings County, New York, United States",00233,Brooklyn,WALKER JR PARK,POINT (-73.89511156976241 40.67861905)
311680,40.6538259,-73.8756322,"Walker Street, Brooklyn, Kings County, New York, 11239, United States",11680,Brooklyn,WALKER STREET,POINT (-73.8756322 40.6538259)
300157,40.7050599,-73.9749095,"Wallabout Bay, Kings County, New York, 11251, United States",00157,Brooklyn,WALLABOUT BAY,POINT (-73.9749095 40.7050599)
389030,40.7010737,-73.949549,"Wallabout Street, Brooklyn, Kings County, New York, 11206, United States",89030,Brooklyn,WALLABOUT STREET,POINT (-73.949549 40.7010737)
389130,40.6195735,-73.9944755,"Wallaston Court, New Utrecht, Brooklyn, Kings County, New York, 11204, United States",89130,Brooklyn,WALLASTON COURT,POINT (-73.99447549999999 40.6195735)
389180,40.6282632,-73.9727268,"Walsh Court, Parkville, Brooklyn, Kings County, New York, 11230, United States",89180,Brooklyn,WALSH COURT,POINT (-73.9727268 40.6282632)
312480,40.6982778,-73.98936854557101,"Walt Whitman Park, Brooklyn, Kings County, New York, 11201, United States",12480,Brooklyn,WALT WHITMAN PARK,POINT (-73.98936854557101 40.6982778)
389230,40.7020826,-73.9495039,"Walton Street, Brooklyn, Kings County, New York, 11206, United States",89230,Brooklyn,WALTON STREET,POINT (-73.9495039 40.7020826)
389330,40.6948722,-73.9543236,"Walworth Street, Brooklyn, Kings County, New York, 11205, United States",89330,Brooklyn,WALWORTH STREET,POINT (-73.9543236 40.6948722)
389525,40.6876942,-73.9986342,"Warren Place, Cobble Hill, Brooklyn, Kings County, New York, 11201, United States",89525,Brooklyn,WARREN PLACE,POINT (-73.9986342 40.6876942)
389530,40.6837236,-73.9868897,"Warren Street, Gowanus, Brooklyn, Kings County, New York, 11217, United States",89530,Brooklyn,WARREN STREET,POINT (-73.98688970000001 40.6837236)
389540,40.699608,-73.9772746,"Warrington Avenue, Brooklyn, Kings County, New York, 11251, United States",89540,Brooklyn,WARRINGTON AVENUE,POINT (-73.9772746 40.699608)
389630,40.6803461,-73.8876248,"Warwick Street, City Line, Brooklyn, Kings County, New York, 11207, United States",89630,Brooklyn,WARWICK STREET,POINT (-73.8876248 40.6803461)
389730,40.6882898,-73.9658386,"Washington Avenue, Clinton Hill, Brooklyn, Kings County, New York, 11205, United States",89730,Brooklyn,WASHINGTON AVENUE,POINT (-73.9658386 40.6882898)
389745,40.62071515,-73.97264921692286,"Washington Cemetery, 5400, Kings County, New York, 11230, United States",89745,Brooklyn,WASHINGTON CEMETERY,POINT (-73.97264921692286 40.62071515)
313040,40.6953484,-73.96677662331948,"Washington Hall Park, Brooklyn, Kings County, New York, United States",13040,Brooklyn,WASHINGTON HALL PARK,POINT (-73.96677662331948 40.6953484)
389850,40.6939889,-73.9744653,"Washington Walk, Brooklyn, Kings County, New York, 11205, United States",89850,Brooklyn,WASHINGTON WALK,POINT (-73.97446530000001 40.6939889)
389930,40.7032044,-73.9896682,"Water Street, Dumbo, Brooklyn, Kings County, New York, 11201, United States",89930,Brooklyn,WATER STREET,POINT (-73.9896682 40.7032044)
389940,40.7113035,-73.9377394,"Waterbury Street, Brooklyn, Kings County, New York, 11206, United States",89940,Brooklyn,WATERBURY STREET,POINT (-73.9377394 40.7113035)
300576,40.6752578,-74.01828820146281,"The Waterfront Museum, 290, Conover Street, Red Hook, Brooklyn, Kings County, New York, 11231, United States",00576,Brooklyn,WATERFRONT MUSEUM,POINT (-74.01828820146281 40.6752578)
389970,40.6599937,-73.9053763,"Watkins Street, Brownsville, Brooklyn, Kings County, New York, 11212, United States",89970,Brooklyn,WATKINS STREET,POINT (-73.9053763 40.6599937)
390130,40.6815582,-73.9655405,"Waverly Avenue, Prospect Heights, Brooklyn, Kings County, New York, 11238, United States",90130,Brooklyn,WAVERLY AVENUE,POINT (-73.9655405 40.6815582)
390190,40.5833615,-73.9385722,"Webers Court, Brooklyn, Kings County, New York, 11235, United States",90190,Brooklyn,WEBERS COURT,POINT (-73.9385722 40.5833615)
390230,40.628961,-73.9789191,"Webster Avenue, Parkville, Brooklyn, Kings County, New York, 11230, United States",90230,Brooklyn,WEBSTER AVENUE,POINT (-73.9789191 40.628961)
390235,40.6633524,-73.9867255,"Webster Place, Brooklyn, Kings County, New York, 11215, United States",90235,Brooklyn,WEBSTER PLACE,POINT (-73.98672550000001 40.6633524)
390245,40.676494149999996,-73.93457907395785,"Weeksville Gardens, Kings County, New York, United States",90245,Brooklyn,WEEKSVILLE GARDENS,POINT (-73.93457907395785 40.67649415)
312355,40.677160099999995,-73.9194852,"Weeksville Playground, Brooklyn, Kings County, New York, United States",12355,Brooklyn,WEEKSVILLE PLAYGROUND,POINT (-73.9194852 40.67716009999999)
390280,40.6591131,-73.99609824873217,"McGovern Weir Greenhouse, 25th Street, South Slope, Brooklyn, Kings County, New York, 11232, United States",90280,Brooklyn,WEIR GREENHOUSE,POINT (-73.99609824873217 40.6591131)
390330,40.6918462,-73.9103805,"Weirfield Street, Brooklyn, Kings County, New York, 11237, United States",90330,Brooklyn,WEIRFIELD STREET,POINT (-73.9103805 40.6918462)
390370,40.6994735,-73.96661,"Welding Road, Brooklyn, Kings County, New York, 11205, United States",90370,Brooklyn,WELDING ROAD,POINT (-73.96661 40.6994735)
